iter	Logloss
0	0.4962544098
1	0.3597810613
2	0.2637415992
3	0.1995518363
4	0.156630528
5	0.1159301063
6	0.08888544312
7	0.07324800897
8	0.05816377846
9	0.04753213738
10	0.03976192717
11	0.03351420213
12	0.02915654985
13	0.02619171284
14	0.02369946834
15	0.02049776193
16	0.01856394866
17	0.01740019814
18	0.01609487379
19	0.01489512461
20	0.01389488548
21	0.01269873302
22	0.01194235665
23	0.01122670117
24	0.01033916418
25	0.009903504685
26	0.009487360598
27	0.008989079669
28	0.008546620992
29	0.008228299621
30	0.007731478658
31	0.007347883129
32	0.007062280044
33	0.006754853553
34	0.006497435497
35	0.006130553397
36	0.005955914786
37	0.00559122215
38	0.005327793438
39	0.005181735507
40	0.004990166585
41	0.00474133305
42	0.004635933478
43	0.004476803359
44	0.004335854648
45	0.004230276407
46	0.004045172044
47	0.003902272507
48	0.003830105883
49	0.003793351403
50	0.003690176163
51	0.003657032754
52	0.003591434874
53	0.003565175586
54	0.003463902737
55	0.003396743054
56	0.003358059972
57	0.003315023052
58	0.00322305352
59	0.0031320156
60	0.003024188243
61	0.002954687466
62	0.002882973226
63	0.002829135951
64	0.002792577492
65	0.002755712556
66	0.002671932009
67	0.002649361026
68	0.00260181479
69	0.002565289411
70	0.002545480479
71	0.002491470921
72	0.002446391282
73	0.002414596403
74	0.002379938894
75	0.002360847302
76	0.002270023787
77	0.002261840575
78	0.002216981703
79	0.002175263849
80	0.002160891578
81	0.002125862831
82	0.002079190359
83	0.002052904153
84	0.002052896094
85	0.002030383833
86	0.0019889826
87	0.001928179181
88	0.001907324694
89	0.001875354495
90	0.001864599042
91	0.001825309823
92	0.001798103883
93	0.001778554948
94	0.001713666939
95	0.001695396394
96	0.001673607844
97	0.00163802505
98	0.001610971658
99	0.001598446674
100	0.001555610311
101	0.001535723682
102	0.00152187455
103	0.001497251376
104	0.001473361478
105	0.001459259815
106	0.001438847084
107	0.001405273137
108	0.00138037267
109	0.00137187576
110	0.001355805664
111	0.001336997098
112	0.001299841821
113	0.001299841821
114	0.001283713209
115	0.00122654471
116	0.00122654471
117	0.001209581283
118	0.001198037221
119	0.001161606675
120	0.001138988683
121	0.001128258299
122	0.001113793705
123	0.001095542006
124	0.001095529413
125	0.001077870859
126	0.001077851022
127	0.001067863763
128	0.001057131904
129	0.00105707396
130	0.00105707396
131	0.001045174497
132	0.001045174497
133	0.001045168019
134	0.001045168019
135	0.001045158809
136	0.001028788403
137	0.001023011376
138	0.001020778466
139	0.001017136095
140	0.001017073338
141	0.000992376705
142	0.0009739290845
143	0.0009739290845
144	0.0009739290845
145	0.0009739290845
146	0.0009685436851
147	0.0009548798444
148	0.0009439588827
149	0.0009394906849
150	0.0009394864238
151	0.0009394864238
152	0.0009242007261
153	0.0009242007261
154	0.0009241970051
155	0.0009241901509
156	0.0009241866644
157	0.0009241806556
158	0.0009133122283
159	0.0009005179821
160	0.0008925091938
161	0.0008925025066
162	0.0008826380338
163	0.0008770586958
164	0.0008770497466
165	0.000877039385
166	0.0008635629963
167	0.0008355167324
168	0.0008355136744
169	0.0008355090679
170	0.0008355085589
171	0.0008355071417
172	0.0008354822723
173	0.0008354743385
174	0.0008273376193
175	0.0008130602991
176	0.0008130602991
177	0.0008068213041
178	0.0007904506767
179	0.0007904246098
180	0.000790422297
181	0.0007776440245
182	0.0007776394906
183	0.0007776317773
184	0.0007726916792
185	0.0007726916792
186	0.0007726916792
187	0.0007726916792
188	0.0007726874837
189	0.0007655113385
190	0.0007655113385
191	0.0007655113385
192	0.0007655113385
193	0.0007654873676
194	0.0007654836006
195	0.0007654647963
196	0.0007654605549
197	0.0007534877557
198	0.0007534794347
199	0.000737722532
200	0.0007307724561
201	0.0007307684835
202	0.0007307684835
203	0.0007307667194
204	0.0007109295852
205	0.0007109200721
206	0.0007109200721
207	0.000705671945
208	0.0007056613697
209	0.000705624764
210	0.000705624764
211	0.0007056166385
212	0.0007056166385
213	0.0007056134335
214	0.000705611686
215	0.0007056071764
216	0.0007056036896
217	0.0007056019427
218	0.000705597945
219	0.0007055947411
220	0.0007055947411
221	0.0007055841285
222	0.0007055806428
223	0.00070557715
224	0.00070557715
225	0.00070557715
226	0.0007055741115
227	0.0007055741115
228	0.0007055741115
229	0.0007055709903
230	0.0007055709903
231	0.0007055686362
232	0.0007055651442
233	0.0007055651442
234	0.0007055651442
235	0.0007055616526
236	0.0007055581614
237	0.0007055581614
238	0.0007055565798
239	0.0007055534602
240	0.0007055499695
241	0.0007055499695
242	0.0007055499695
243	0.0007055499695
244	0.0007055499695
245	0.0007055394019
246	0.0007055394019
247	0.0007055359117
248	0.0007055359117
249	0.0007055310804
250	0.0007055295111
251	0.0007055279421
252	0.0007055279421
253	0.0007055279421
254	0.0007055279421
255	0.0007055248245
256	0.0007055213352
257	0.0007055165049
258	0.0007055147606
259	0.0007055099311
260	0.0007055068145
261	0.0007055027195
262	0.0007054978909
263	0.0007054947753
264	0.0007054885466
265	0.0007054864031
266	0.0007054801783
267	0.0007054753506
268	0.0007054705234
269	0.0007054656967
270	0.0007054608707
271	0.0007054560452
272	0.0007054498242
273	0.0007054498242
274	0.0007054498242
275	0.0007054476821
276	0.0007054428574
277	0.0007054380332
278	0.0007054380332
279	0.0007054332096
280	0.0007054283866
281	0.0007054235641
282	0.0007054235641
283	0.000705417347
284	0.0007054125251
285	0.0007054077038
286	0.000705402883
287	0.0007053980628
288	0.0007053932432
289	0.0007053870299
290	0.0007053808207
291	0.0007053746153
292	0.0007053746153
293	0.0007053724514
294	0.000705368153
295	0.0007053638552
296	0.0007053638552
297	0.0007053638552
298	0.0007053638552
299	0.0007053617005
300	0.0007053617005
301	0.0007053554992
302	0.0007053554992
303	0.0007053554992
304	0.0007053524003
305	0.0007053524003
306	0.0007053524003
307	0.0007053524003
308	0.0007053524003
309	0.0007053524003
310	0.0007053524003
311	0.0007053524003
312	0.0007053524003
313	0.0007053524003
314	0.0007053524003
315	0.0007053524003
316	0.0007053524003
317	0.0007053524003
318	0.0007053524003
319	0.0007053312751
320	0.0007053312751
321	0.0007053291121
322	0.0007053291121
323	0.0007053291121
324	0.0007053260142
325	0.0007053260142
326	0.0007053238514
327	0.0007053238514
328	0.0007053216887
329	0.0007053216887
330	0.0007053216887
331	0.0007053216887
332	0.0007053173638
333	0.0007053173638
334	0.0007053173638
335	0.0007053142669
336	0.0007053142669
337	0.0007053142669
338	0.0007053142669
339	0.0007052931508
340	0.0007052931508
341	0.0007052909886
342	0.0007052909886
343	0.0007052909886
344	0.0007052909886
345	0.0007052847974
346	0.0007052826354
347	0.0007052826354
348	0.0007052795415
349	0.0007052773797
350	0.0007052773797
351	0.0007052773797
352	0.0007052773797
353	0.0007052773797
354	0.0007052773797
355	0.0007052773797
356	0.0007052773797
357	0.0007052773797
358	0.0007052773797
359	0.0007052773797
360	0.0007052773797
361	0.0007052773797
362	0.0007052773797
363	0.0007052773797
364	0.0007052773797
365	0.0007052773797
366	0.0007052773797
367	0.0007052773797
368	0.0007052773797
369	0.0007052773797
370	0.000705275218
371	0.000705275218
372	0.000705275218
373	0.000705275218
374	0.000705275218
375	0.000705275218
376	0.000705275218
377	0.000705275218
378	0.000705275218
379	0.000705275218
380	0.000705275218
381	0.000705275218
382	0.000705275218
383	0.000705275218
384	0.000705275218
385	0.000705275218
386	0.000705275218
387	0.000705275218
388	0.000705275218
389	0.000705275218
390	0.000705275218
391	0.000705275218
392	0.000705275218
393	0.000705275218
394	0.000705275218
395	0.000705275218
396	0.000705275218
397	0.000705275218
398	0.000705275218
399	0.000705275218
400	0.000705275218
401	0.000705275218
402	0.000705275218
403	0.000705275218
404	0.000705275218
405	0.000705275218
406	0.000705275218
407	0.000705275218
