Id,SalePrice
1461,132005.44751659798
1462,170717.09835201548
1463,182372.06096115592
1464,191829.44057135086
1465,195659.6692054243
1466,174851.33729878796
1467,163914.61329347393
1468,165628.40994269616
1469,185429.09325981565
1470,120087.000829466
1471,203760.67199621108
1472,99926.54715368203
1473,93527.66001049984
1474,153761.10954377646
1475,129151.94108968045
1476,413222.5928440616
1477,260448.24731337483
1478,288805.7523150329
1479,294922.9750284976
1480,510944.2003636432
1481,345546.0968382846
1482,200491.74303777664
1483,172711.77319481887
1484,172942.0485990504
1485,166989.34085404722
1486,189879.1657662431
1487,343369.0107394149
1488,235440.72890570838
1489,221092.35305792166
1490,209521.85428005035
1491,191717.81430168916
1492,99986.88889644414
1493,182894.05417595
1494,290615.53448358783
1495,279348.8631690828
1496,230076.46168261682
1497,190288.8187072036
1498,157104.0558868491
1499,157354.5029115862
1500,148927.34197526408
1501,184809.26481306917
1502,147420.46424270544
1503,267467.69099110086
1504,246426.19779308702
1505,229612.69556916138
1506,181084.05477919028
1507,228795.32264584638
1508,196040.31816996576
1509,155372.51926652878
1510,141108.96369195255
1511,141624.49595238734
1512,169484.7252579019
1513,152922.5985959837
1514,139130.26304979785
1515,189188.08369402523
1516,150809.81863474732
1517,160998.54318787184
1518,138337.07003022512
1519,221153.31666120223
1520,130396.59405821974
1521,132146.65518874096
1522,168705.32897925182
1523,117563.73024969877
1524,125231.6729947616
1525,123055.86313888326
1526,108857.62991426463
1527,110594.8428996962
1528,131696.90222079042
1529,148885.42007675694
1530,174224.89607732368
1531,120439.48078918539
1532,97314.2229996794
1533,138169.3123833765
1534,119279.0319797837
1535,145769.8373593132
1536,108769.72517557675
1537,70156.08947728317
1538,153779.7518474104
1539,180993.82881953727
1540,101681.23547188716
1541,137199.7233798715
1542,138647.91988109128
1543,212073.02365417875
1544,81859.96550565973
1545,97999.60182074374
1546,137836.9373040167
1547,141329.26459323207
1548,134877.661784383
1549,117409.04698398731
1550,132757.1425812304
1551,104109.00712716418
1552,135697.67652762175
1553,147918.39196549205
1554,115693.10337114283
1555,173987.57776060127
1556,85771.19758688194
1557,92496.22553274008
1558,93951.76622530742
1559,80219.48208979421
1560,126982.95994087862
1561,128796.84010923223
1562,133750.92374165516
1563,116574.15616306246
1564,147618.86579504548
1565,147093.88059537165
1566,248516.37377531306
1567,70710.21697989847
1568,236363.1263004137
1569,129183.78943114648
1570,153460.32728503758
1571,132231.99786752585
1572,141578.1731547844
1573,253282.985985949
1574,118252.44300491424
1575,231791.64503633344
1576,230992.95922818928
1577,200042.52649874074
1578,139916.26245855808
1579,144499.53290624937
1580,188061.0706645816
1581,154081.6111647225
1582,125618.16689694827
