Id,SalePrice
1461,123257.66217760691
1462,161786.79304820264
1463,176380.41238124712
1464,190241.17878517436
1465,181317.6453384884
1466,172995.54455121918
1467,171887.93291858892
1468,166893.37429902153
1469,177436.6894549627
1470,124913.04829138155
1471,194791.37395054568
1472,99364.19145690785
1473,95107.71253196188
1474,150597.7035063645
1475,123693.21280730549
1476,363877.3817344477
1477,248159.07327385925
1478,291303.3825179851
1479,278945.2555481023
1480,513654.35280307784
1481,314708.05388760875
1482,205188.30747620916
1483,166675.87867630503
1484,168525.15786303236
1485,185929.99333364423
1486,198453.1639457366
1487,309805.5546700672
1488,221727.60497541283
1489,198198.076148213
1490,232957.64797689606
1491,191801.284731661
1492,87112.41268406273
1493,178570.19257860797
1494,315670.2417647361
1495,282054.9297024728
1496,255040.98323052283
1497,176987.7545401465
1498,164831.6194799329
1499,161347.3254294564
1500,161035.4013235917
1501,174528.4322937426
1502,159458.61164299407
1503,303074.46976004867
1504,246932.9005781536
1505,229899.47565980823
1506,185560.32300239938
1507,227028.34460100645
1508,207584.45086300562
1509,154276.50680109672
1510,149435.02738469734
1511,149362.9442094171
1512,168081.13520214977
1513,144548.38722710023
1514,153370.17938992847
1515,172625.3667708031
1516,143385.73438828558
1517,159763.16012631316
1518,140573.74140589772
1519,234176.7728200901
1520,136199.19427791523
1521,134842.3860577645
1522,164320.77546252447
1523,103444.4920840934
1524,123650.58366960198
1525,124862.325811246
1526,115618.38124212145
1527,104518.51015294487
1528,123070.03790188923
1529,150415.8598792313
1530,179132.17591945868
1531,115883.77676711555
1532,101758.89303806007
1533,152528.1457196533
1534,114105.1189245941
1535,152024.6509687137
1536,111838.53295247928
1537,77450.01425613996
1538,149787.28592648584
1539,182770.44899229927
1540,94494.6185332844
1541,134553.98584422324
1542,132263.85056442634
1543,197369.95037522516
1544,88851.60864120196
1545,107862.48940045493
1546,136554.55799027093
1547,143611.50617250876
1548,131797.8790766616
1549,114962.95124235025
1550,137919.77429066153
1551,112355.04795667513
1552,146933.02336056269
1553,145071.40595514394
1554,114871.293267778
1555,161761.16553927655
1556,92821.7630773213
1557,103693.37927352119
1558,99791.07745724799
1559,60742.12540347448
1560,137377.21485590425
1561,131941.9290354965
1562,129404.52083267272
1563,122475.47922104133
1564,154903.02363894868
1565,153210.80607053882
1566,242891.03840772086
1567,75174.92904477405
1568,233827.27718611708
1569,141475.5588348079
1570,140707.27446081638
1571,121854.7258702375
1572,140664.05986472522
1573,220495.2600584808
1574,115151.63542263747
1575,241138.4169004571
1576,241235.67461478047
1577,181512.55406074977
1578,136863.09807791677
1579,138265.4797379561
1580,194689.61282163486
1581,156372.35319742345
1582,127212.47616125987
1583,322263.0905311449
1584,229848.29686807827
1585,140742.25456448397
1586,75171.24380126229
1587,100778.05291912414
