Id,SalePrice
1461,125984.16000000002
1462,160000.713
1463,191446.206
1464,206141.64
1465,193747.2795
1466,172982.02500000002
1467,181681.323
1468,165659.9295
1469,181597.8825
1470,121864.26900000001
1471,194614.32600000003
1472,95081.073
1473,99996.20999999999
1474,146549.80200000003
1475,108906.5595
1476,374215.1085000001
1477,256004.61750000002
1478,289292.30400000006
1479,278504.559
1480,506885.9655
1481,347208.702
1482,219260.93250000002
1483,188956.416
1484,177618.159
1485,189108.67950000003
1486,199019.34600000002
1487,336573.6585
1488,243347.9865
1489,206045.63250000004
1490,244348.45050000004
1491,199607.73750000002
1492,93770.57550000002
1493,170520.423
1494,284287.917
1495,272477.8395
1496,239925.99450000003
1497,188700.51450000002
1498,177278.409
1499,169003.9155
1500,174628.065
1501,185100.777
1502,146474.4375
1503,277777.794
1504,237043.2495
1505,228325.34400000004
1506,179133.5895
1507,239299.89150000003
1508,212144.65050000002
1509,158793.7305
1510,148935.50100000002
1511,151804.6815
1512,171119.44650000002
1513,140908.2735
1514,156835.19700000001
1515,191109.04200000002
1516,152078.51400000002
1517,167928.62250000003
1518,127027.062
1519,219576.66150000005
1520,135854.295
1521,135489.717
1522,168062.7945
1523,123059.61750000001
1524,128022.76800000001
1525,118705.30800000002
1526,110852.67300000001
1527,103051.3995
1528,138818.8875
1529,158461.767
1530,173647.01400000002
1531,109635.84750000002
1532,99658.3665
1533,148715.65800000002
1534,129041.54550000001
1535,157799.3385
1536,114186.72899999999
1537,61435.49250000001
1538,161372.46600000001
1539,194537.38650000002
1540,99831.18450000002
1541,136602.36000000002
1542,145248.447
1543,200999.6325
1544,85305.5565
1545,112460.1975
1546,140463.363
1547,142507.1985
1548,142559.0505
1549,123566.4195
1550,141989.268
1551,111299.45400000003
1552,141895.61250000002
1553,161969.77500000002
1554,112922.739
1555,164335.458
1556,93780.381
1557,108226.66350000001
1558,101366.4015
1559,81783.975
1560,149105.523
1561,128946.36300000001
1562,136309.62900000002
1563,120437.13450000001
1564,159397.97400000002
1565,149548.0005
1566,233339.52450000003
1567,72637.3635
1568,236809.48050000003
1569,152048.571
1570,139365.7035
1571,125766.432
1572,146642.65050000002
1573,227758.25550000003
1574,109740.77249999999
1575,210301.032
1576,244969.6215
1577,196101.7965
1578,146768.6655
1579,149757.1215
1580,193925.6355
1581,152802.048
1582,128741.95950000001
1583,314634.48900000006
1584,229195.67100000003
1585,144118.287
1586,68526.45
1587,94374.86850000001
1588,148608.64500000002
1589,99760.38450000001
1590,130615.5675
1591,93185.28
1592,118134.27299999999
1593,132722.5725
1594,128062.83899999999
1595,115707.3285
1596,229015.806
1597,192408.006
1598,228089.39550000004
1599,162782.1105
1600,165684.162
1601,61414.84200000001
1602,117609.08550000002
1603,78659.64000000001
1604,268129.0005
1605,232168.29600000003
1606,171375.84300000002
1607,167603.613
1608,215753.6895
1609,191935.89450000002
1610,162755.53350000002
1611,136238.2545
1612,166750.6755
1613,167452.5375
1614,129399.55950000002
1615,92091.051
1616,74454.27300000002
1617,94494.95850000001
1618,128053.5765
1619,143016.3795
1620,150160.545
1621,143792.4585
1622,139064.8185
1623,263398.851
1624,214446.24900000004
1625,123856.2495
1626,156198.2625
1627,190460.208
1628,273506.3835
1629,189351.3555
1630,341999.0055
1631,221170.1745
1632,245834.73600000003
1633,177104.784
1634,187267.07100000003
1635,179304.9645
1636,154485.11250000002
1637,202674.12000000002
1638,185000.7405
1639,185580.5535
1640,246872.226
1641,167666.268
1642,240684.12000000002
1643,223397.49599999998
1644,239139.24150000003
1645,204990.72
1646,160306.764
1647,152591.148
1648,132093.71850000002
1649,139582.9545
1650,112388.80500000001
1651,118069.12800000001
1652,94065.7065
1653,105396.0315
1654,145636.83750000002
1655,144737.847
1656,142606.647
1657,148592.1135
1658,145761.801
1659,120651.753
1660,157510.296
1661,432491.3790000001
1662,392019.36000000004
1663,377159.87250000006
1664,476295.7905
1665,307095.0165
1666,302835.4755
1667,394887.15
1668,337693.1175
1669,311247.735
1670,344751.96150000003
1671,258218.63400000002
1672,422972.17050000007
1673,300137.0925
1674,249148.51950000002
1675,207526.362
1676,201833.54850000003
1677,222449.3685
1678,423797.51550000004
1679,375877.3545
1680,329567.688
1681,248301.65550000002
1682,289989.72900000005
1683,186139.36200000002
1684,188344.683
1685,187203.8235
1686,183095.5215
1687,170579.26650000003
1688,199160.6865
1689,200662.2735
1690,202833.5565
1691,184989.64500000002
1692,252871.2255
1693,183236.87399999998
1694,187276.62600000002
1695,168276.25350000002
1696,273382.37700000004
1697,176465.85900000003
1698,342853.101
1699,319327.01700000005
1700,243716.80200000003
1701,249160.863
1702,252985.06800000003
1703,257968.7745
1704,283749.32550000004
1705,235210.3155
1706,348774.51900000003
1707,223511.3955
1708,211889.09100000001
1709,282829.107
1710,238312.4535
1711,274861.3935
1712,267161.44200000004
1713,285646.707
1714,232119.534
1715,211303.88550000003
1716,193684.1685
1717,184370.445
1718,150351.195
1719,205880.7975
1720,247630.464
1721,172665.9525
1722,129036.50400000002
1723,158267.403
1724,226988.958
1725,233093.28750000003
1726,196944.258
1727,159168.31350000002
1728,181673.526
1729,172659.4125
1730,149082.46200000003
1731,117754.07400000001
1732,132103.788
1733,117639.702
1734,118249.43250000001
1735,126243.372
1736,118846.908
1737,291018.1785
1738,240698.87100000004
1739,242711.5695
1740,242960.31
1741,197090.6325
1742,179705.571
1743,183349.3485
1744,284436.216
1745,214978.3665
1746,170106.1815
1747,228368.16000000003
1748,223284.50699999998
1749,153821.382
1750,119822.1585
1751,233490.50400000002
1752,120943.7115
1753,146744.5455
1754,186965.7135
1755,163500.987
1756,132526.4145
1757,122546.115
1758,144197.69400000002
1759,163488.771
1760,168001.464
1761,140884.0995
1762,180804.16350000002
1763,170581.52400000003
1764,118174.188
1765,149441.3895
1766,185117.35050000003
1767,220269.67200000002
1768,148050.666
1769,167167.2555
1770,147327.5925
1771,130681.55850000001
1772,138260.88150000002
1773,134666.97
1774,135738.3555
1775,139085.622
1776,132169.08750000002
1777,119876.238
1778,137242.25400000002
1779,118960.23150000002
1780,179786.78100000002
1781,129369.678
1782,91663.695
1783,144793.8225
1784,109920.67650000003
1785,125455.719
1786,140032.03650000002
1787,161655.0675
1788,58572.01350000001
1789,97168.34400000001
1790,77191.314
1791,165042.1365
1792,162088.92600000004
1793,127449.3585
1794,149657.68050000002
1795,132933.237
1796,120778.5075
1797,111907.8555
1798,128163.94200000001
1799,118802.7255
1800,136273.641
1801,135420.64500000002
1802,126889.14300000001
1803,147072.1155
1804,144555.59100000001
1805,138142.36800000002
1806,126447.4845
1807,139477.21500000003
1808,117718.5795
1809,125416.5405
1810,141719.7795
1811,102322.3515
1812,104143.089
1813,126025.78050000001
1814,99175.13550000002
1815,54469.4775
1816,99865.89000000001
1817,118098.65100000001
1818,149609.7855
1819,128231.24100000001
1820,56177.490000000005
1821,109728.48750000002
1822,153541.293
1823,47085.906
1824,135549.084
1825,138771.68250000002
1826,111467.7945
1827,100392.31049999999
1828,146102.18550000002
1829,119163.20700000001
1830,151830.258
1831,142774.989
1832,78851.91900000001
1833,138015.3015
1834,119342.40000000001
1835,135446.961
1836,135052.839
1837,90166.3665
1838,133301.526
1839,87773.691
1840,132094.9755
1841,135324.447
1842,87677.3955
1843,128932.50450000001
1844,135404.355
1845,144144.0645
1846,158390.98200000002
1847,167727.1665
1848,54597.8085
1849,109833.26999999999
1850,116558.88300000002
1851,158734.3395
1852,121762.91700000002
1853,132413.4915
1854,166406.523
1855,155729.61450000003
1856,210921.96600000001
1857,149338.986
1858,132121.1655
1859,109693.39199999999
1860,145751.0625
1861,110961.79200000002
1862,261433.71000000005
1863,248982.91350000002
1864,248988.24150000003
1865,311993.2995
1866,324212.2185
1867,237682.38150000002
1868,286675.5465
1869,211705.26750000002
1870,227315.50200000004
1871,248990.01900000003
1872,180919.008
1873,254576.868
1874,156843.63900000002
1875,197171.1735
1876,200980.035
1877,210019.59
1878,207692.25000000003
1879,127067.69400000002
1880,138787.1985
1881,247927.719
1882,246113.83500000002
1883,192242.84850000002
1884,208093.4805
1885,223225.9335
1886,263391.4365
1887,209305.9395
1888,289138.809
1889,170269.5885
1890,117708.54300000002
1891,140117.85900000003
1892,103076.23500000002
1893,129678.48900000002
1894,122783.93850000002
1895,130005.74250000002
1896,133677.1755
1897,123369.78000000003
1898,110385.0825
1899,162089.71200000003
1900,157628.4825
1901,183548.958
1902,146629.401
1903,215584.326
1904,144952.143
1905,208260.24450000003
1906,174292.9995
1907,217517.946
1908,106302.89250000002
1909,133979.68050000002
1910,114723.55500000002
1911,229013.15099999998
1912,305819.688
1913,137867.5395
1914,56860.8675
1915,316963.69800000003
1916,69633.72
1917,247315.635
1918,142083.303
1919,182538.585
1920,158730.48
1921,383183.5470000001
1922,312745.8975
1923,221435.9535
1924,226623.99450000003
1925,204029.7465
1926,388302.027
1927,129572.03850000001
1928,149944.89750000002
1929,129941.41500000001
1930,137407.143
1931,150027.84000000003
1932,144680.9175
1933,186059.62350000002
1934,186357.39750000002
1935,181206.71850000002
1936,196913.08800000002
1937,186359.30250000002
1938,172182.888
1939,227706.282
1940,192524.8305
1941,173865.2895
1942,185959.87350000002
1943,201806.31900000002
1944,360753.813
1945,369179.49600000004
1946,139883.97900000002
1947,276331.9245
1948,165731.26200000002
1949,252605.25300000003
1950,178298.9745
1951,244144.662
1952,208281.90600000002
1953,162676.767
1954,177274.1115
1955,142066.7355
1956,277184.2515
1957,153576.9405
1958,298947.1425
1959,143669.679
1960,114923.75850000001
